name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight
Winged Axe	taxe		7b8	hax	7b8	100		2	1	0	xxx			11	56					7	60		-10	75	75	96	122	16		80	0	60	1024	1024			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	270	36	flpbal	invbal					0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9b8	7b8	1	1	
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1	0	xxx			21	57					28	55	2	-10	75	75	98	123	10		54	0	40	1024	1024			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	150	90	flpjav	invjav					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9ja	7ja	1	1	
Stygian Pilum	jave		7pi	pil	7pi	100		4	1	0	xxx			14	64					21	75	2		75	75	118	112	12		62	0	46	1024	1024			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	140	75	flppil	invpil					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9pi	7pi	1	1	
Balrog Spear	jave		7s7	jav	7s7	100		4	1	0	xxx			33	63					40	62	2	10	75	75	127	95	14		71	0	53	1024	1024			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	120	60	flpssp	invssp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9s9	7s7	1	1	
Ghost Glaive	jave		7gl	glv	7gl	100		4	1	0	xxx			19	60					30	85	2	20	75	75	89	137	16		79	0	59	1024	1024			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	120	30	flpglv	invglv					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9gl	7gl	1	1	
Winged Harpoon	jave		7ts	pil	7ts	100		4	1	0	xxx			27	35					11	77	2	-10	75	75	76	145	18		85	0	65	1024	1024			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	120	120	flptsp	invtsp					0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	9ts	7ts	1	1	
Hyperion Spear	spea		7sr	spr	7sr	100		4	1	0	xxx						1	35	119			3	-10	100		155	120	30		58	0	43	1024	1024			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9sr	7sr	1	1	
Stygian Pike	spea		7tr	tri	7tr	100		4	1	0	xxx						1	29	144			3		100		168	97	35		66	0	49	1024	1024			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9tr	7tr	1	1	
Mancatcher	spea		7br	brn	7br	100		4	1	0	xxx						1	42	92			4	-20	100		132	134	28		74	0	55	1024	1024			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9br	7br	1	1	
Ghost Spear	spea		7st	tri	7st	100		4	1	0	xxx						1	18	155			4		100		122	163	28		83	0	62	1024	1024			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9st	7st	1	1	
War Pike	spea		7p7	pik	7p7	100		4	1	0	xxx						1	33	178			4	20	100		165	106	25		85	0	66	1024	1024			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	9p9	7p7	1	1	
Ogre Axe	pole		7o7	hal	7o7	100		4	1	0	xxx						1	28	145			2		100		195	75	50		60	0	45	1024	1024			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9b7	7o7	1	1	
Colossus Voulge	pole		7vo	hal	7vo	100		4	1	0	xxx						1	17	165			2	10	100		210	55	50		64	0	48	1024	1024			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9vo	7vo	1	1	
Thresher	pole		7s8	scy	7s8	100		4	1	0	xxx						1	12	141			1	-10	100		152	118	65		71	0	53	1024	1024			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9s8	7s8	1	1	
Cryptic Axe	pole		7pa	hal	7pa	100		4	1	0	xxx						1	33	150			3	10	100		165	103	65		79	0	59	1024	1024			pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9pa	7pa	1	1	
Great Poleaxe	pole		7h7	pax	7h7	100		4	1	0	xxx						1	46	127			4		100		179	99	55		84	0	63	1024	1024			hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9h9	7h7	1	1	
Giant Thresher	pole		7wc	scy	7wc	100		3	1	0	xxx						1	40	114			4	-10	100		188	140	55		85	0	66	1024	1024			wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	2	2	0	9wc	7wc	1	1	
Walking Stick	staf		6ss	bst	6ss	100		2	1	0	xxx						1	69	85			1	-10	100		25		20		58	0	43	1024	1024	1		sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ss	6ss	1	1	
Stalagmite	staf		6ls	sst	6ls	100		2	1	0	xxx						1	75	107			1	10	100		63	35	30		66	0	49	1024	1024	1		lst	8ls	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ls	6ls	1	1	
Elder Staff	staf		6cs	cst	6cs	100		2	1	0	xxx						1	80	93			1		100		44	37	35		74	0	55	1024	1024	1		cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cs	6cs	1	1	
Shillelagh	staf		6bs	sst	6bs	100		2	1	0	xxx						1	65	108			1		100		52	27	40		83	0	62	1024	1024	1		bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8bs	6bs	1	1	
Archon Staff	staf		6ws	lst	6ws	100		2	1	0	xxx						1	83	99			1	10	100		34		26		85	0	66	1024	1024	1		wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8ws	6ws	1	1	
Spider Bow	bow		6sb	sbw	6sb	100		2	1	0	xxx						1	23	50				5		100	64	143	20	1	55	0	41	1024	1024			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sb	6sb	1	1	
Blade Bow	bow		6hb	sbw	6hb	100		2	1	0	xxx						1	21	41				-10		100	76	119	32	1	60	0	45	1024	1024			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hb	6hb	1	1	
Shadow Bow	bow		6lb	lbw	6lb	100		2	1	0	xxx						1	15	59						100	52	188	28	1	63	0	47	1024	1024			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lb	6lb	1	1	
Great Bow	bow		6cb	lbw	6cb	100		2	1	0	xxx						1	12	52				-10		100	121	107	36	1	68	0	51	1024	1024			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8cb	6cb	1	1	
Diamond Bow	bow		6s7	sbb	6s7	100		2	1	0	xxx						1	33	40						100	89	132	40	1	72	0	54	1024	1024			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8s8	6s7	1	1	
Crusader Bow	bow		6l7	lbb	6l7	100		2	1	0	xxx						1	15	63				10		100	97	121	44	1	77	0	57	1024	1024			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8l8	6l7	1	1	
Ward Bow	bow		6sw	sbb	6sw	100		2	1	0	xxx						1	20	53						100	72	146	48	1	80	0	60	1024	1024			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8sw	6sw	1	1	
Hydra Bow	bow		6lw	lbb	6lw	100		2	1	0	xxx						1	10	68				10		100	134	167	55	1	85	0	63	1024	1024			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lw	6lw	1	1	
Pellet Bow	xbow		6lx	lxb	6lx	100		2	1	0	xxx						1	28	73				-10		100	83	155	30	1	57	0	42	1024	1024			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8lx	6lx	1	1	
Gorgon Crossbow	xbow		6mx	lxb	6mx	100		2	1	0	xxx						1	25	87						100	117	105	40	1	67	0	50	1024	1024			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8mx	6mx	1	1	
Colossus Crossbow	xbow		6hx	hxb	6hx	100		2	1	0	xxx						1	32	91				10		100	163	77	50	1	75	0	56	1024	1024			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8hx	6hx	1	1	
Demon Crossbow	xbow		6rx	hxb	6rx	100		2	1	0	xxx						1	26	40				-60		100	141	98	40	1	84	0	63	1024	1024			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	8rx	6rx	1	1	
Eagle Orb	orb		ob1	ob1	ob1	100		2	1	0	xxx			2	5								-10	100				20		1	0	0	1024	1024	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob6	obb	1	1	
Sacred Globe	orb		ob2	ob1	ob2	100		3	1	0	xxx			3	8								-10	100				30		8	0	0	1024	1024	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob7	obc	1	1	
Smoked Sphere	orb		ob3	ob3	ob3	100		3	1	0	xxx			4	10									100				35		12	0	8	1024	1024	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob8	obd	1	1	
Clasped Orb	orb		ob4	ob4	ob4	100		4	1	0	xxx			5	12									100				40		17	0	13	1024	1024	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob9	obe	1	1	
Jared's Stone	orb		ob5	ob4	ob5	100		5	1	0	xxx			8	18								10	100				50		24	0	18	1024	1024	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	oba	obf	1	1	
Stag Bow	abow		am1	am1	am1	100		3	1	0	xxx						1	7	12						100	30	45	48	1	18	0	14	1024	1024		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am6	amb	1	1	
Reflex Bow	abow		am2	am2	am2	100		3	1	0	xxx						1	9	19				10		100	35	60	55	1	27	0	20	1024	1024		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am7	amc	1	1	
Maiden Spear	aspe		am3	am3	am3	100		3	1	0	xxx						1	18	24			4		80	50	54	40	28		18	0	14	1024	1024		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am8	amd	1	1	
Maiden Pike	aspe		am4	pik	am4	100		3	1	0	xxx						1	23	55			4	10	80	50	63	52	25		27	0	20	1024	1024		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am9	ame	1	1	
Maiden Javelin	ajav		am5	pil	am5	100		3	1	0	xxx			8	14					6	22	2	-10	80	50	33	47	6		23	0	17	1024	1024		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5					0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	ama	amf	1	1	
Glowing Orb	orb		ob6	ob1	ob6	100		2	1	0	xxx			8	21								-10	100				20		32	0	24	1024	1024	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob6	obb	1	1	
Crystalline Globe	orb		ob7	ob1	ob7	100		3	1	0	xxx			10	26								-10	100				30		37	0	27	1024	1024	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob7	obc	1	1	
Cloudy Sphere	orb		ob8	ob3	ob8	100		3	1	0	xxx			11	29									100				35		41	0	30	1024	1024	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob8	obd	1	1	
Sparkling Ball	orb		ob9	ob4	ob9	100		4	1	0	xxx			13	32									100				40		46	0	34	1024	1024	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob9	obe	1	1	
Swirling Crystal	orb		oba	ob4	oba	100		5	1	0	xxx			18	42								10	100				50		50	0	37	1024	1024	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	oba	obf	1	1	
Ashwood Bow	abow		am6	am1	am6	100		3	1	0	xxx						1	16	29						100	56	77	48	1	39	0	29	1024	1024		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am6	amb	1	1	
Ceremonial Bow	abow		am7	am2	am7	100		3	1	0	xxx						1	19	41				10		100	73	110	55	1	47	0	35	1024	1024		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am7	amc	1	1	
Ceremonial Spear	aspe		am8	am3	am8	100		3	1	0	xxx						1	34	51			4		80	50	101	80	28		43	0	32	1024	1024		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am8	amd	1	1	
Ceremonial Pike	aspe		am9	pik	am9	100		3	1	0	xxx						1	42	101			4	20	80	50	115	98	25		51	0	38	1024	1024		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am9	ame	1	1	
Ceremonial Javelin	ajav		ama	pil	ama	100		3	1	0	xxx			18	35					18	54	2	-10	80	50	25	109	6		35	0	26	1024	1024		302	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	48	120	120	flpam5	invam5					0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	2	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	1	2	0	ama	amf	1	1	
Heavenly Stone	orb		obb	ob1	obb	100		2	1	0	xxx			21	46								-10	100				20		59	0	44	1024	1024	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob6	obb	1	1	
Eldritch Orb	orb		obc	ob1	obc	100		3	1	0	xxx			18	50								-10	100				30		67	0	50	1024	1024	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob7	obc	1	1	
Demon Heart	orb		obd	ob3	obd	100		3	1	0	xxx			23	55									100				35		75	0	56	1024	1024	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob8	obd	1	1	
Vortex Orb	orb		obe	ob4	obe	100		4	1	0	xxx			12	66									100				40		84	0	63	1024	1024	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	ob9	obe	1	1	
Dimensional Shard	orb		obf	ob4	obf	100		5	1	0	xxx			30	53								10	100				50		85	0	66	1024	1024	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	4	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	oba	obf	1	1	
Matriarchal Bow	abow		amb	am1	amb	100		3	1	0	xxx						1	20	47				-10		100	87	187	48	1	53	0	39	1024	1024		300	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am6	amb	1	1	
Grand Matron Bow	abow		amc	am2	amc	100		3	1	0	xxx						1	14	72				10		100	108	152	55	1	78	0	58	1024	1024		300	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am7	amc	1	1	
Matriarchal Spear	aspe		amd	am3	amd	100		3	1	0	xxx						1	65	95			4		80	50	114	142	28		61	0	45	1024	1024		302	am3	am8	amd	2ht	2ht	5	2ht	2	4					flpam3	invam3			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am8	amd	1	1	
Matriarchal Pike	aspe		ame	pik	ame	100		3	1	0	xxx						1	37	153			4	20	80	50	132	149	25		81	0	60	1024	1024		302	am4	am9	ame	2ht	2ht	5	2ht	2	4					flppik	invam4			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0	5	8	0	am9	ame	1	1	
